TOP.6140b3ac.00067137	START
TOP.61445cee.000e8ccd	user_options->username	0
TOP.61445cee.000e8ccd	user_options->veracrypt_pim_start	485
TOP.61445cee.000e8ccd	user_options->veracrypt_pim_stop	485
TOP.61445cee.000e8ccd	user_options->version	0
TOP.61445cee.000e8ccd	user_options->workload_profile	2
TOP.61445cee.000e8ccd	user_options->brain_client	0
TOP.61445cee.000e8ccd	user_options->brain_client_features	2
TOP.61445cee.000e8ccd	user_options->brain_server	0
TOP.61445cee.000e8ccd	user_options->brain_server_timer	300
TOP.61445cee.000e8ccd	user_options->brain_port	6863
TOP.61445cee.000e8ccd	user_options->brain_session	0
TOP.61445cee.000e8ccd	hashes->hashfile	/Users/luna/graduation-project/application/sweeney/temp/hashcat/453f5813d1a345068a5f1e196bea0cfa
TOP.61445cee.000e8ccd	hashes->hashlist_mode	5
TOP.61445cee.000e8ccd	hashes->hashlist_format	0
TOP.61445cee.000e8ccd	hashes->hashes_cnt	0
TOP.61445cee.000e8ccd	hashes->digests_cnt	1
TOP.61445cee.000e8ccd	hashes->digests_done	0
TOP.61445cee.000e8ccd	hashes->salts_cnt	1
TOP.61445cee.000e8ccd	hashes->salts_done	0
TOP.61445cee.000e8ccd	SUB.61445cf2.00074d60	START
TOP.61445cee.000e8ccd	SUB.61445cf2.00074d60	mask_ctx->mask	?l?l?l?l?l?l?l?l
TOP.61445dba.00065704	START
TOP.61445dba.00065704	folder_config->cwd	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.61445dba.00065704	folder_config->install_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.61445dba.00065704	folder_config->profile_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.61445dba.00065704	folder_config->session_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.61445dba.00065704	folder_config->shared_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.61445dba.00065704	user_options->separator	:
TOP.61445dba.00065704	user_options->encoding_from	utf-8
TOP.61445dba.00065704	user_options->encoding_to	utf-8
TOP.61445dba.00065704	user_options->rule_buf_l	:
TOP.61445dba.00065704	user_options->rule_buf_r	:
TOP.61445dba.00065704	user_options->session	hashcat
TOP.61445dba.00065704	user_options->limit	353046600
TOP.61445dba.00065704	user_options->skip	0
TOP.61445dba.00065704	user_options->attack_mode	3
TOP.61445dba.00065704	user_options->benchmark	0
TOP.61445dba.00065704	user_options->benchmark_all	0
TOP.61445dba.00065704	user_options->bitmap_max	18
TOP.61445dba.00065704	user_options->bitmap_min	16
TOP.61445dba.00065704	user_options->debug_mode	0
TOP.61445dba.00065704	user_options->example_hashes	0
TOP.61445dba.00065704	user_options->force	0
TOP.61445dba.00065704	user_options->hwmon_disable	1
TOP.61445dba.00065704	user_options->hwmon_temp_abort	0
TOP.61445dba.00065704	user_options->hash_mode	0
TOP.61445dba.00065704	user_options->hex_charset	0
TOP.61445dba.00065704	user_options->hex_salt	0
TOP.61445dba.00065704	user_options->hex_wordlist	0
TOP.61445dba.00065704	user_options->hook_threads	4
TOP.61445dba.00065704	user_options->increment	0
TOP.61445dba.00065704	user_options->increment_max	256
TOP.61445dba.00065704	user_options->increment_min	1
TOP.61445dba.00065704	user_options->keep_guessing	0
TOP.61445dba.00065704	user_options->kernel_accel	0
TOP.61445dba.00065704	user_options->kernel_loops	0
TOP.61445dba.00065704	user_options->kernel_threads	0
TOP.61445dba.00065704	user_options->keyspace	0
TOP.61445dba.00065704	user_options->left	0
TOP.61445dba.00065704	user_options->logfile_disable	0
TOP.61445dba.00065704	user_options->loopback	0
TOP.61445dba.00065704	user_options->machine_readable	1
TOP.61445dba.00065704	user_options->markov_classic	0
TOP.61445dba.00065704	user_options->markov_disable	0
TOP.61445dba.00065704	user_options->markov_threshold	256
TOP.61445dba.00065704	user_options->backend_info	0
TOP.61445dba.00065704	user_options->backend_vector_width	0
TOP.61445dba.00065704	user_options->optimized_kernel_enable	0
TOP.61445dba.00065704	user_options->outfile_autohex	1
TOP.61445dba.00065704	user_options->outfile_check_timer	5
TOP.61445dba.00065704	user_options->outfile_format	3
TOP.61445dba.00065704	user_options->wordlist_autohex_disable	0
TOP.61445dba.00065704	user_options->potfile_disable	0
TOP.61445dba.00065704	user_options->progress_only	0
TOP.61445dba.00065704	user_options->quiet	1
TOP.61445dba.00065704	user_options->remove	0
TOP.61445dba.00065704	user_options->remove_timer	60
TOP.61445dba.00065704	user_options->restore	0
TOP.61445dba.00065704	user_options->restore_disable	0
TOP.61445dba.00065704	user_options->restore_timer	60
TOP.61445dba.00065704	user_options->rp_files_cnt	0
TOP.61445dba.00065704	user_options->rp_gen	0
TOP.61445dba.00065704	user_options->rp_gen_func_max	4
TOP.61445dba.00065704	user_options->rp_gen_func_min	1
TOP.61445dba.00065704	user_options->rp_gen_seed	0
TOP.61445dba.00065704	user_options->runtime	0
TOP.61445dba.00065704	user_options->scrypt_tmto	0
TOP.61445dba.00065704	user_options->segment_size	33554432
TOP.61445dba.00065704	user_options->self_test_disable	0
TOP.61445dba.00065704	user_options->slow_candidates	0
TOP.61445dba.00065704	user_options->show	0
TOP.61445dba.00065704	user_options->speed_only	0
TOP.61445dba.00065704	user_options->spin_damp	0
TOP.61445dba.00065704	user_options->status	1
TOP.61445dba.00065704	user_options->status_json	0
TOP.61445dba.00065704	user_options->status_timer	3
TOP.61445dba.00065704	user_options->stdout_flag	0
TOP.61445dba.00065704	user_options->usage	0
TOP.61445dba.00065704	user_options->username	0
TOP.61445dba.00065704	user_options->veracrypt_pim_start	485
TOP.61445dba.00065704	user_options->veracrypt_pim_stop	485
TOP.61445dba.00065704	user_options->version	0
TOP.61445dba.00065704	user_options->workload_profile	2
TOP.61445dba.00065704	user_options->brain_client	0
TOP.61445dba.00065704	user_options->brain_client_features	2
TOP.61445dba.00065704	user_options->brain_server	0
TOP.61445dba.00065704	user_options->brain_server_timer	300
TOP.61445dba.00065704	user_options->brain_port	6863
TOP.61445dba.00065704	user_options->brain_session	0
TOP.61445dba.00065704	hashes->hashfile	/Users/luna/graduation-project/application/sweeney/temp/hashcat/aaef69c041c241e4a33934d2a37cbe12
TOP.61445dba.00065704	hashes->hashlist_mode	5
TOP.61445dba.00065704	hashes->hashlist_format	0
TOP.61445dba.00065704	hashes->hashes_cnt	0
TOP.61445dba.00065704	hashes->digests_cnt	1
TOP.61445dba.00065704	hashes->digests_done	0
TOP.61445dba.00065704	hashes->salts_cnt	1
TOP.61445dba.00065704	hashes->salts_done	0
TOP.61445dba.00065704	SUB.61445dbc.000b5afd	START
TOP.61445dba.00065704	SUB.61445dbc.000b5afd	mask_ctx->mask	?l?l?l?l?l?l?l?l
TOP.6148ab02.000175cb	START
TOP.6148ab02.000175cb	folder_config->cwd	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ab02.000175cb	folder_config->install_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ab02.000175cb	folder_config->profile_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ab02.000175cb	folder_config->session_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ab02.000175cb	folder_config->shared_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ab02.000175cb	user_options->separator	:
TOP.6148ab02.000175cb	user_options->encoding_from	utf-8
TOP.6148ab02.000175cb	user_options->encoding_to	utf-8
TOP.6148ab02.000175cb	user_options->rule_buf_l	:
TOP.6148ab02.000175cb	user_options->rule_buf_r	:
TOP.6148ab02.000175cb	user_options->session	hashcat
TOP.6148ab02.000175cb	user_options->limit	353046600
TOP.6148ab02.000175cb	user_options->skip	0
TOP.6148ab02.000175cb	user_options->attack_mode	3
TOP.6148ab02.000175cb	user_options->benchmark	0
TOP.6148ab02.000175cb	user_options->benchmark_all	0
TOP.6148ab02.000175cb	user_options->bitmap_max	18
TOP.6148ab02.000175cb	user_options->bitmap_min	16
TOP.6148ab02.000175cb	user_options->debug_mode	0
TOP.6148ab02.000175cb	user_options->example_hashes	0
TOP.6148ab02.000175cb	user_options->force	0
TOP.6148ab02.000175cb	user_options->hwmon_disable	1
TOP.6148ab02.000175cb	user_options->hwmon_temp_abort	0
TOP.6148ab02.000175cb	user_options->hash_mode	0
TOP.6148ab02.000175cb	user_options->hex_charset	0
TOP.6148ab02.000175cb	user_options->hex_salt	0
TOP.6148ab02.000175cb	user_options->hex_wordlist	0
TOP.6148ab02.000175cb	user_options->hook_threads	4
TOP.6148ab02.000175cb	user_options->increment	0
TOP.6148ab02.000175cb	user_options->increment_max	256
TOP.6148ab02.000175cb	user_options->increment_min	1
TOP.6148ab02.000175cb	user_options->keep_guessing	0
TOP.6148ab02.000175cb	user_options->kernel_accel	0
TOP.6148ab02.000175cb	user_options->kernel_loops	0
TOP.6148ab02.000175cb	user_options->kernel_threads	0
TOP.6148ab02.000175cb	user_options->keyspace	0
TOP.6148ab02.000175cb	user_options->left	0
TOP.6148ab02.000175cb	user_options->logfile_disable	0
TOP.6148ab02.000175cb	user_options->loopback	0
TOP.6148ab02.000175cb	user_options->machine_readable	1
TOP.6148ab02.000175cb	user_options->markov_classic	0
TOP.6148ab02.000175cb	user_options->markov_disable	0
TOP.6148ab02.000175cb	user_options->markov_threshold	256
TOP.6148ab02.000175cb	user_options->backend_info	0
TOP.6148ab02.000175cb	user_options->backend_vector_width	0
TOP.6148ab02.000175cb	user_options->optimized_kernel_enable	0
TOP.6148ab02.000175cb	user_options->outfile_autohex	1
TOP.6148ab02.000175cb	user_options->outfile_check_timer	5
TOP.6148ab02.000175cb	user_options->outfile_format	3
TOP.6148ab02.000175cb	user_options->wordlist_autohex_disable	0
TOP.6148ab02.000175cb	user_options->potfile_disable	0
TOP.6148ab02.000175cb	user_options->progress_only	0
TOP.6148ab02.000175cb	user_options->quiet	1
TOP.6148ab02.000175cb	user_options->remove	0
TOP.6148ab02.000175cb	user_options->remove_timer	60
TOP.6148ab02.000175cb	user_options->restore	0
TOP.6148ab02.000175cb	user_options->restore_disable	0
TOP.6148ab02.000175cb	user_options->restore_timer	60
TOP.6148ab02.000175cb	user_options->rp_files_cnt	0
TOP.6148ab02.000175cb	user_options->rp_gen	0
TOP.6148ab02.000175cb	user_options->rp_gen_func_max	4
TOP.6148ab02.000175cb	user_options->rp_gen_func_min	1
TOP.6148ab02.000175cb	user_options->rp_gen_seed	0
TOP.6148ab02.000175cb	user_options->runtime	0
TOP.6148ab02.000175cb	user_options->scrypt_tmto	0
TOP.6148ab02.000175cb	user_options->segment_size	33554432
TOP.6148ab02.000175cb	user_options->self_test_disable	0
TOP.6148ab02.000175cb	user_options->slow_candidates	0
TOP.6148ab02.000175cb	user_options->show	0
TOP.6148ab02.000175cb	user_options->speed_only	0
TOP.6148ab02.000175cb	user_options->spin_damp	0
TOP.6148ab02.000175cb	user_options->status	1
TOP.6148ab02.000175cb	user_options->status_json	0
TOP.6148ab02.000175cb	user_options->status_timer	3
TOP.6148ab02.000175cb	user_options->stdout_flag	0
TOP.6148ab02.000175cb	user_options->usage	0
TOP.6148ab02.000175cb	user_options->username	0
TOP.6148ab02.000175cb	user_options->veracrypt_pim_start	485
TOP.6148ab02.000175cb	user_options->veracrypt_pim_stop	485
TOP.6148ab02.000175cb	user_options->version	0
TOP.6148ab02.000175cb	user_options->workload_profile	2
TOP.6148ab02.000175cb	user_options->brain_client	0
TOP.6148ab02.000175cb	user_options->brain_client_features	2
TOP.6148ab02.000175cb	user_options->brain_server	0
TOP.6148ab02.000175cb	user_options->brain_server_timer	300
TOP.6148ab02.000175cb	user_options->brain_port	6863
TOP.6148ab02.000175cb	user_options->brain_session	0
TOP.6148ab02.000175cb	hashes->hashfile	/Users/luna/graduation-project/application/sweeney/temp/hashcat/0tKe5QN5lgwnnEOPDNFgS6mF50nN0rg3
TOP.6148ab02.000175cb	hashes->hashlist_mode	5
TOP.6148ab02.000175cb	hashes->hashlist_format	0
TOP.6148ab02.000175cb	hashes->hashes_cnt	0
TOP.6148ab02.000175cb	hashes->digests_cnt	1
TOP.6148ab02.000175cb	hashes->digests_done	0
TOP.6148ab02.000175cb	hashes->salts_cnt	1
TOP.6148ab02.000175cb	hashes->salts_done	0
TOP.6148ab02.000175cb	SUB.6148ab02.000ee1fd	START
TOP.6148ab02.000175cb	SUB.6148ab02.000ee1fd	mask_ctx->mask	?l?l?l?l?l?l?l?l
TOP.6148ad5e.0001b5a8	START
TOP.6148ad5e.0001b5a8	folder_config->cwd	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ad5e.0001b5a8	folder_config->install_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ad5e.0001b5a8	folder_config->profile_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ad5e.0001b5a8	folder_config->session_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ad5e.0001b5a8	folder_config->shared_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148ad5e.0001b5a8	user_options->separator	:
TOP.6148ad5e.0001b5a8	user_options->encoding_from	utf-8
TOP.6148ad5e.0001b5a8	user_options->encoding_to	utf-8
TOP.6148ad5e.0001b5a8	user_options->rule_buf_l	:
TOP.6148ad5e.0001b5a8	user_options->rule_buf_r	:
TOP.6148ad5e.0001b5a8	user_options->session	hashcat
TOP.6148ad5e.0001b5a8	user_options->limit	353046600
TOP.6148ad5e.0001b5a8	user_options->skip	0
TOP.6148ad5e.0001b5a8	user_options->attack_mode	3
TOP.6148ad5e.0001b5a8	user_options->benchmark	0
TOP.6148ad5e.0001b5a8	user_options->benchmark_all	0
TOP.6148ad5e.0001b5a8	user_options->bitmap_max	18
TOP.6148ad5e.0001b5a8	user_options->bitmap_min	16
TOP.6148ad5e.0001b5a8	user_options->debug_mode	0
TOP.6148ad5e.0001b5a8	user_options->example_hashes	0
TOP.6148ad5e.0001b5a8	user_options->force	0
TOP.6148ad5e.0001b5a8	user_options->hwmon_disable	1
TOP.6148ad5e.0001b5a8	user_options->hwmon_temp_abort	0
TOP.6148ad5e.0001b5a8	user_options->hash_mode	0
TOP.6148ad5e.0001b5a8	user_options->hex_charset	0
TOP.6148ad5e.0001b5a8	user_options->hex_salt	0
TOP.6148ad5e.0001b5a8	user_options->hex_wordlist	0
TOP.6148ad5e.0001b5a8	user_options->hook_threads	4
TOP.6148ad5e.0001b5a8	user_options->increment	0
TOP.6148ad5e.0001b5a8	user_options->increment_max	256
TOP.6148ad5e.0001b5a8	user_options->increment_min	1
TOP.6148ad5e.0001b5a8	user_options->keep_guessing	0
TOP.6148ad5e.0001b5a8	user_options->kernel_accel	0
TOP.6148ad5e.0001b5a8	user_options->kernel_loops	0
TOP.6148ad5e.0001b5a8	user_options->kernel_threads	0
TOP.6148ad5e.0001b5a8	user_options->keyspace	0
TOP.6148ad5e.0001b5a8	user_options->left	0
TOP.6148ad5e.0001b5a8	user_options->logfile_disable	0
TOP.6148ad5e.0001b5a8	user_options->loopback	0
TOP.6148ad5e.0001b5a8	user_options->machine_readable	1
TOP.6148ad5e.0001b5a8	user_options->markov_classic	0
TOP.6148ad5e.0001b5a8	user_options->markov_disable	0
TOP.6148ad5e.0001b5a8	user_options->markov_threshold	256
TOP.6148ad5e.0001b5a8	user_options->backend_info	0
TOP.6148ad5e.0001b5a8	user_options->backend_vector_width	0
TOP.6148ad5e.0001b5a8	user_options->optimized_kernel_enable	0
TOP.6148ad5e.0001b5a8	user_options->outfile_autohex	1
TOP.6148ad5e.0001b5a8	user_options->outfile_check_timer	5
TOP.6148ad5e.0001b5a8	user_options->outfile_format	3
TOP.6148ad5e.0001b5a8	user_options->wordlist_autohex_disable	0
TOP.6148ad5e.0001b5a8	user_options->potfile_disable	0
TOP.6148ad5e.0001b5a8	user_options->progress_only	0
TOP.6148ad5e.0001b5a8	user_options->quiet	1
TOP.6148ad5e.0001b5a8	user_options->remove	0
TOP.6148ad5e.0001b5a8	user_options->remove_timer	60
TOP.6148ad5e.0001b5a8	user_options->restore	0
TOP.6148ad5e.0001b5a8	user_options->restore_disable	0
TOP.6148ad5e.0001b5a8	user_options->restore_timer	60
TOP.6148ad5e.0001b5a8	user_options->rp_files_cnt	0
TOP.6148ad5e.0001b5a8	user_options->rp_gen	0
TOP.6148ad5e.0001b5a8	user_options->rp_gen_func_max	4
TOP.6148ad5e.0001b5a8	user_options->rp_gen_func_min	1
TOP.6148ad5e.0001b5a8	user_options->rp_gen_seed	0
TOP.6148ad5e.0001b5a8	user_options->runtime	0
TOP.6148ad5e.0001b5a8	user_options->scrypt_tmto	0
TOP.6148ad5e.0001b5a8	user_options->segment_size	33554432
TOP.6148ad5e.0001b5a8	user_options->self_test_disable	0
TOP.6148ad5e.0001b5a8	user_options->slow_candidates	0
TOP.6148ad5e.0001b5a8	user_options->show	0
TOP.6148ad5e.0001b5a8	user_options->speed_only	0
TOP.6148ad5e.0001b5a8	user_options->spin_damp	0
TOP.6148ad5e.0001b5a8	user_options->status	1
TOP.6148ad5e.0001b5a8	user_options->status_json	0
TOP.6148ad5e.0001b5a8	user_options->status_timer	3
TOP.6148ad5e.0001b5a8	user_options->stdout_flag	0
TOP.6148ad5e.0001b5a8	user_options->usage	0
TOP.6148ad5e.0001b5a8	user_options->username	0
TOP.6148ad5e.0001b5a8	user_options->veracrypt_pim_start	485
TOP.6148ad5e.0001b5a8	user_options->veracrypt_pim_stop	485
TOP.6148ad5e.0001b5a8	user_options->version	0
TOP.6148ad5e.0001b5a8	user_options->workload_profile	2
TOP.6148ad5e.0001b5a8	user_options->brain_client	0
TOP.6148ad5e.0001b5a8	user_options->brain_client_features	2
TOP.6148ad5e.0001b5a8	user_options->brain_server	0
TOP.6148ad5e.0001b5a8	user_options->brain_server_timer	300
TOP.6148ad5e.0001b5a8	user_options->brain_port	6863
TOP.6148ad5e.0001b5a8	user_options->brain_session	0
TOP.6148ad5e.0001b5a8	hashes->hashfile	/Users/luna/graduation-project/application/sweeney/temp/hashcat/8qIEpIFeL7lQpwP23hcfU6FBpjFP8GeV
TOP.6148ad5e.0001b5a8	hashes->hashlist_mode	5
TOP.6148ad5e.0001b5a8	hashes->hashlist_format	0
TOP.6148ad5e.0001b5a8	hashes->hashes_cnt	0
TOP.6148ad5e.0001b5a8	hashes->digests_cnt	1
TOP.6148ad5e.0001b5a8	hashes->digests_done	0
TOP.6148ad5e.0001b5a8	hashes->salts_cnt	1
TOP.6148ad5e.0001b5a8	hashes->salts_done	0
TOP.6148ad5e.0001b5a8	SUB.6148ad5f.000dc001	START
TOP.6148ad5e.0001b5a8	SUB.6148ad5f.000dc001	mask_ctx->mask	?l?l?l?l?l?l?l?l
TOP.6148afba.0001f618	START
TOP.6148afba.0001f618	folder_config->cwd	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148afba.0001f618	folder_config->install_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148afba.0001f618	folder_config->profile_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148afba.0001f618	folder_config->session_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148afba.0001f618	folder_config->shared_dir	/Users/luna/graduation-project/application/sweeney/bin/hashcat-mac/bin
TOP.6148afba.0001f618	user_options->separator	:
TOP.6148afba.0001f618	user_options->encoding_from	utf-8
TOP.6148afba.0001f618	user_options->encoding_to	utf-8
TOP.6148afba.0001f618	user_options->rule_buf_l	:
TOP.6148afba.0001f618	user_options->rule_buf_r	:
TOP.6148afba.0001f618	user_options->session	hashcat
TOP.6148afba.0001f618	user_options->limit	353046600
TOP.6148afba.0001f618	user_options->skip	0
TOP.6148afba.0001f618	user_options->attack_mode	3
TOP.6148afba.0001f618	user_options->benchmark	0
TOP.6148afba.0001f618	user_options->benchmark_all	0
TOP.6148afba.0001f618	user_options->bitmap_max	18
TOP.6148afba.0001f618	user_options->bitmap_min	16
TOP.6148afba.0001f618	user_options->debug_mode	0
TOP.6148afba.0001f618	user_options->example_hashes	0
TOP.6148afba.0001f618	user_options->force	0
TOP.6148afba.0001f618	user_options->hwmon_disable	1
TOP.6148afba.0001f618	user_options->hwmon_temp_abort	0
TOP.6148afba.0001f618	user_options->hash_mode	0
TOP.6148afba.0001f618	user_options->hex_charset	0
TOP.6148afba.0001f618	user_options->hex_salt	0
TOP.6148afba.0001f618	user_options->hex_wordlist	0
TOP.6148afba.0001f618	user_options->hook_threads	4
TOP.6148afba.0001f618	user_options->increment	0
TOP.6148afba.0001f618	user_options->increment_max	256
TOP.6148afba.0001f618	user_options->increment_min	1
TOP.6148afba.0001f618	user_options->keep_guessing	0
TOP.6148afba.0001f618	user_options->kernel_accel	0
TOP.6148afba.0001f618	user_options->kernel_loops	0
TOP.6148afba.0001f618	user_options->kernel_threads	0
TOP.6148afba.0001f618	user_options->keyspace	0
TOP.6148afba.0001f618	user_options->left	0
TOP.6148afba.0001f618	user_options->logfile_disable	0
TOP.6148afba.0001f618	user_options->loopback	0
TOP.6148afba.0001f618	user_options->machine_readable	1
TOP.6148afba.0001f618	user_options->markov_classic	0
TOP.6148afba.0001f618	user_options->markov_disable	0
TOP.6148afba.0001f618	user_options->markov_threshold	256
TOP.6148afba.0001f618	user_options->backend_info	0
TOP.6148afba.0001f618	user_options->backend_vector_width	0
TOP.6148afba.0001f618	user_options->optimized_kernel_enable	0
TOP.6148afba.0001f618	user_options->outfile_autohex	1
TOP.6148afba.0001f618	user_options->outfile_check_timer	5
TOP.6148afba.0001f618	user_options->outfile_format	3
TOP.6148afba.0001f618	user_options->wordlist_autohex_disable	0
TOP.6148afba.0001f618	user_options->potfile_disable	0
TOP.6148afba.0001f618	user_options->progress_only	0
TOP.6148afba.0001f618	user_options->quiet	1
TOP.6148afba.0001f618	user_options->remove	0
TOP.6148afba.0001f618	user_options->remove_timer	60
TOP.6148afba.0001f618	user_options->restore	0
TOP.6148afba.0001f618	user_options->restore_disable	0
TOP.6148afba.0001f618	user_options->restore_timer	60
TOP.6148afba.0001f618	user_options->rp_files_cnt	0
TOP.6148afba.0001f618	user_options->rp_gen	0
TOP.6148afba.0001f618	user_options->rp_gen_func_max	4
TOP.6148afba.0001f618	user_options->rp_gen_func_min	1
TOP.6148afba.0001f618	user_options->rp_gen_seed	0
TOP.6148afba.0001f618	user_options->runtime	0
TOP.6148afba.0001f618	user_options->scrypt_tmto	0
TOP.6148afba.0001f618	user_options->segment_size	33554432
TOP.6148afba.0001f618	user_options->self_test_disable	0
TOP.6148afba.0001f618	user_options->slow_candidates	0
TOP.6148afba.0001f618	user_options->show	0
TOP.6148afba.0001f618	user_options->speed_only	0
TOP.6148afba.0001f618	user_options->spin_damp	0
TOP.6148afba.0001f618	user_options->status	1
TOP.6148afba.0001f618	user_options->status_json	0
TOP.6148afba.0001f618	user_options->status_timer	3
TOP.6148afba.0001f618	user_options->stdout_flag	0
TOP.6148afba.0001f618	user_options->usage	0
TOP.6148afba.0001f618	user_options->username	0
TOP.6148afba.0001f618	user_options->veracrypt_pim_start	485
TOP.6148afba.0001f618	user_options->veracrypt_pim_stop	485
TOP.6148afba.0001f618	user_options->version	0
TOP.6148afba.0001f618	user_options->workload_profile	2
TOP.6148afba.0001f618	user_options->brain_client	0
TOP.6148afba.0001f618	user_options->brain_client_features	2
TOP.6148afba.0001f618	user_options->brain_server	0
TOP.6148afba.0001f618	user_options->brain_server_timer	300
TOP.6148afba.0001f618	user_options->brain_port	6863
TOP.6148afba.0001f618	user_options->brain_session	0
TOP.6148afba.0001f618	hashes->hashfile	/Users/luna/graduation-project/application/sweeney/temp/hashcat/KFWHs1u9YK4jyRmafwUlFlxXUFVEmuGq
TOP.6148afba.0001f618	hashes->hashlist_mode	5
TOP.6148afba.0001f618	hashes->hashlist_format	0
TOP.6148afba.0001f618	hashes->hashes_cnt	0
TOP.6148afba.0001f618	hashes->digests_cnt	1
TOP.6148afba.0001f618	hashes->digests_done	0
TOP.6148afba.0001f618	hashes->salts_cnt	1
TOP.6148afba.0001f618	hashes->salts_done	0
TOP.6148afba.0001f618	SUB.6148afbb.0003eddc	START
TOP.6148afba.0001f618	SUB.6148afbb.0003eddc	mask_ctx->mask	?l?l?l?l?l?l?l?l
TOP.6148c1c5.00041dd1	START
TOP.6148c1c5.00041dd1	user_options->separator	:
TOP.6148c1c5.00041dd1	user_options->encoding_from	utf-8
TOP.6148c1c5.00041dd1	user_options->encoding_to	utf-8
TOP.6148c1c5.00041dd1	user_options->rule_buf_l	:
TOP.6148c1c5.00041dd1	user_options->rule_buf_r	:
TOP.6148c1c5.00041dd1	user_options->session	hashcat
TOP.6148c1c5.00041dd1	user_options->limit	17576
TOP.6148c1c5.00041dd1	user_options->skip	0
TOP.6148c1c5.00041dd1	user_options->attack_mode	3
TOP.6148c1c5.00041dd1	user_options->benchmark	0
TOP.6148c1c5.00041dd1	user_options->benchmark_all	0
TOP.6148c1c5.00041dd1	user_options->bitmap_max	18
TOP.6148c1c5.00041dd1	user_options->bitmap_min	16
TOP.6148c1c5.00041dd1	user_options->debug_mode	0
TOP.6148c1c5.00041dd1	user_options->example_hashes	0
TOP.6148c1c5.00041dd1	user_options->force	0
TOP.6148c1c5.00041dd1	user_options->hwmon_disable	0
TOP.6148c1c5.00041dd1	user_options->hwmon_temp_abort	90
TOP.6148c1c5.00041dd1	user_options->hash_mode	0
TOP.6148c1c5.00041dd1	user_options->hex_charset	0
TOP.6148c1c5.00041dd1	user_options->hex_salt	0
TOP.6148c1c5.00041dd1	user_options->hex_wordlist	0
TOP.6148c1c5.00041dd1	user_options->increment	0
TOP.6148c1c5.00041dd1	user_options->increment_max	256
TOP.6148c1c5.00041dd1	user_options->increment_min	1
TOP.6148c1c5.00041dd1	user_options->keep_guessing	0
TOP.6148c1c5.00041dd1	user_options->kernel_accel	0
TOP.6148c1c5.00041dd1	user_options->kernel_loops	0
TOP.6148c1c5.00041dd1	user_options->kernel_threads	0
TOP.6148c1c5.00041dd1	user_options->keyspace	0
TOP.6148c1c5.00041dd1	user_options->left	0
TOP.6148c1c5.00041dd1	user_options->logfile_disable	0
TOP.6148c1c5.00041dd1	user_options->loopback	0
TOP.6148c1c5.00041dd1	user_options->machine_readable	1
TOP.6148c1c5.00041dd1	user_options->markov_classic	0
TOP.6148c1c5.00041dd1	user_options->markov_disable	0
TOP.6148c1c5.00041dd1	user_options->markov_threshold	256
TOP.6148c1c5.00041dd1	user_options->opencl_info	0
TOP.6148c1c5.00041dd1	user_options->opencl_vector_width	0
TOP.6148c1c5.00041dd1	user_options->optimized_kernel_enable	0
TOP.6148c1c5.00041dd1	user_options->outfile_autohex	1
TOP.6148c1c5.00041dd1	user_options->outfile_check_timer	5
TOP.6148c1c5.00041dd1	user_options->outfile_format	3
TOP.6148c1c5.00041dd1	user_options->wordlist_autohex_disable	0
TOP.6148c1c5.00041dd1	user_options->potfile_disable	0
TOP.6148c1c5.00041dd1	user_options->progress_only	0
TOP.6148c1c5.00041dd1	user_options->quiet	1
TOP.6148c1c5.00041dd1	user_options->remove	0
TOP.6148c1c5.00041dd1	user_options->remove_timer	60
TOP.6148c1c5.00041dd1	user_options->restore	0
TOP.6148c1c5.00041dd1	user_options->restore_disable	0
TOP.6148c1c5.00041dd1	user_options->restore_timer	60
TOP.6148c1c5.00041dd1	user_options->rp_files_cnt	0
TOP.6148c1c5.00041dd1	user_options->rp_gen	0
TOP.6148c1c5.00041dd1	user_options->rp_gen_func_max	4
